Area,Time,Industry,Direction,Trade value
MK01 Uusimaa,201912,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,2077723724.6264734
MK01 Uusimaa,201912,H Transportation and storage (49-53),Imports by countries of origin,1950150748.9933014
MK01 Uusimaa,201912,H Transportation and storage (49-53),Exports by countries of destination,982842270.1806359
MK01 Uusimaa,201912,I Accommodation and food service activities (55-56),Imports by countries of origin,754094921.7793531
MK01 Uusimaa,201912,I Accommodation and food service activities (55-56),Exports by countries of destination,380050806.44965786
MK01 Uusimaa,201912,J Information and communication (58-63),Imports by countries of origin,3777226724.721022
MK01 Uusimaa,201912,J Information and communication (58-63),Exports by countries of destination,1903656981.917006
MK01 Uusimaa,201912,K Financial and insurance activities (64-66),Imports by countries of origin,1764723678.5644155
MK01 Uusimaa,201912,K Financial and insurance activities (64-66),Exports by countries of destination,889390231.6921504
MK01 Uusimaa,201912,"681, 68209, 683 Other real estate activities",Imports by countries of origin,1078615578.187919
MK01 Uusimaa,201912,"681, 68209, 683 Other real estate activities",Exports by countries of destination,543603608.1137103
MK01 Uusimaa,201912,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,3644186759.8251586
MK01 Uusimaa,201912,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,1836607139.134082
MK01 Uusimaa,201912,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,2664943700.04388
MK01 Uusimaa,201912,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,1343085562.6965213
MK01 Uusimaa,201912,N Administrative and support service activities (77-82),Imports by countries of origin,1971664386.9988635
MK01 Uusimaa,201912,N Administrative and support service activities (77-82),Exports by countries of destination,993684771.8837202
MK01 Uusimaa,201912,O Public administration and defence; compulsory social security (84),Imports by countries of origin,2069081120.132271
MK01 Uusimaa,201912,O Public administration and defence; compulsory social security (84),Exports by countries of destination,1042781121.5868622
MK01 Uusimaa,201912,P Education (85),Imports by countries of origin,1706888314.0559583
MK01 Uusimaa,201912,P Education (85),Exports by countries of destination,860242207.6332103
MK01 Uusimaa,201912,Q Human health and social work activities (86-88),Imports by countries of origin,2662708516.874471
MK01 Uusimaa,201912,Q Human health and social work activities (86-88),Exports by countries of destination,1341959069.0130842
MK01 Uusimaa,201912,"R, S Other service activities (90-96)",Imports by countries of origin,1380458438.6901891
MK01 Uusimaa,201912,"R, S Other service activities (90-96)",Exports by countries of destination,695727192.6145551
MK01 Uusimaa,201912,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,41490587.5821541
MK01 Uusimaa,201912,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,20910538.99880481
MK01 Uusimaa,202012,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,101510016.85307185
MK01 Uusimaa,202012,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,49659684.38792708
MK01 Uusimaa,202012,B Mining and quarrying (05-09),Imports by countries of origin,23914016.24023288
MK01 Uusimaa,202012,B Mining and quarrying (05-09),Exports by countries of destination,11698968.592002451
MK01 Uusimaa,202012,10-12 Food industry etc.,Imports by countries of origin,342684531.33139265
MK01 Uusimaa,202012,10-12 Food industry etc.,Exports by countries of destination,167644595.06664622
MK01 Uusimaa,202012,"13-15 Textile, clothing and leather industry",Imports by countries of origin,33463015.780603644
MK01 Uusimaa,202012,"13-15 Textile, clothing and leather industry",Exports by countries of destination,16370431.745058984
MK01 Uusimaa,202012,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,35248263.520759925
MK01 Uusimaa,202012,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,17243792.247586947
MK01 Uusimaa,202012,"17, 18 Paper industry; Printing",Imports by countries of origin,217717189.52045348
MK01 Uusimaa,202012,"17, 18 Paper industry; Printing",Exports by countries of destination,106509359.88968898
MK01 Uusimaa,202012,19-22 Chemical industry,Imports by countries of origin,971506909.7594607
MK01 Uusimaa,202012,19-22 Chemical industry,Exports by countries of destination,475270599.0500996
MK01 Uusimaa,202012,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,113550059.75180021
MK01 Uusimaa,202012,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,55549790.10265052
MK01 Uusimaa,202012,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,178483256.6263214
MK01 Uusimaa,202012,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,87315739.54343495
MK01 Uusimaa,202012,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,1567032341.964149
MK01 Uusimaa,202012,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,766607414.1259384
MK01 Uusimaa,202012,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,612630596.5987437
MK01 Uusimaa,202012,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,299704827.33261836
MK01 Uusimaa,202012,"29, 30 Manufacture of transport equipment",Imports by countries of origin,33172394.055461932
MK01 Uusimaa,202012,"29, 30 Manufacture of transport equipment",Exports by countries of destination,16228256.77953118
MK01 Uusimaa,202012,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,180019400.03064194
MK01 Uusimaa,202012,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,88067235.78979623
MK01 Uusimaa,202012,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,1115779837.597671
MK01 Uusimaa,202012,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,545850314.0799755
MK01 Uusimaa,202012,F Construction (41-43),Imports by countries of origin,2484566645.6258616
MK01 Uusimaa,202012,F Construction (41-43),Exports by countries of destination,1215474091.006588
MK01 Uusimaa,202012,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,3878429956.7948523
MK01 Uusimaa,202012,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,1897365536.3873143
MK01 Uusimaa,202012,H Transportation and storage (49-53),Imports by countries of origin,1108140637.9653745
MK01 Uusimaa,202012,H Transportation and storage (49-53),Exports by countries of destination,542113143.5575302
MK01 Uusimaa,202012,I Accommodation and food service activities (55-56),Imports by countries of origin,386775998.7743221
MK01 Uusimaa,202012,I Accommodation and food service activities (55-56),Exports by countries of destination,189214568.40815076
MK01 Uusimaa,202012,J Information and communication (58-63),Imports by countries of origin,3479863019.457638
MK01 Uusimaa,202012,J Information and communication (58-63),Exports by countries of destination,1702382726.520607
MK01 Uusimaa,202012,K Financial and insurance activities (64-66),Imports by countries of origin,1597589140.4933355
MK01 Uusimaa,202012,K Financial and insurance activities (64-66),Exports by countries of destination,781556096.2157193
MK01 Uusimaa,202012,"681, 68209, 683 Other real estate activities",Imports by countries of origin,919734725.2949288
MK01 Uusimaa,202012,"681, 68209, 683 Other real estate activities",Exports by countries of destination,449943144.47678876
MK01 Uusimaa,202012,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,3323840670.44584
MK01 Uusimaa,202012,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,1626055080.741535
MK01 Uusimaa,202012,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,2492247362.6474643
MK01 Uusimaa,202012,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,1219231572.2383943
MK01 Uusimaa,202012,N Administrative and support service activities (77-82),Imports by countries of origin,1559102520.6067107
MK01 Uusimaa,202012,N Administrative and support service activities (77-82),Exports by countries of destination,762728068.6379654
MK01 Uusimaa,202012,O Public administration and defence; compulsory social security (84),Imports by countries of origin,1920552911.904397
MK01 Uusimaa,202012,O Public administration and defence; compulsory social security (84),Exports by countries of destination,939553104.3358357
MK01 Uusimaa,202012,P Education (85),Imports by countries of origin,1545277229.967826
MK01 Uusimaa,202012,P Education (85),Exports by countries of destination,755964602.4207139
MK01 Uusimaa,202012,Q Human health and social work activities (86-88),Imports by countries of origin,2454425020.9897346
MK01 Uusimaa,202012,Q Human health and social work activities (86-88),Exports by countries of destination,1200728516.0104182
MK01 Uusimaa,202012,"R, S Other service activities (90-96)",Imports by countries of origin,1155719566.1100044
MK01 Uusimaa,202012,"R, S Other service activities (90-96)",Exports by countries of destination,565389216.4853684
MK01 Uusimaa,202012,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,40022763.29094531
MK01 Uusimaa,202012,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,19579523.824115213
MK02 Southwest Finland,201512,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,75088326.446281
